uidA	uidB	aliasA	aliasB	method	author	pmids	taxa	taxb	interactionType	sourceDB	confidence	numParticipants	GeneNameA	GeneNameB
856911	854227	CHD1	CKA2	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CHD1	CKA2
854227	856911	CKA2	CHD1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CKA2	CHD1
856911	852865	CHD1	CKB1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CHD1	CKB1
856911	854204	CHD1	CKB2	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CHD1	CKB2
856911	854933	CHD1	POB3	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CHD1	POB3
854933	856911	POB3	CHD1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	POB3	CHD1
856911	852665	CHD1	SPT16	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CHD1	SPT16
852665	856911	SPT16	CHD1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	SPT16	CHD1
854020	854290	CTR9	LEO1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CTR9	LEO1
854290	854020	LEO1	CTR9	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	LEO1	CTR9
854020	852582	CTR9	PAF1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CTR9	PAF1
852582	854020	PAF1	CTR9	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	PAF1	CTR9
854020	854933	CTR9	POB3	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CTR9	POB3
854933	854020	POB3	CTR9	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	POB3	CTR9
854020	852607	CTR9	RTF1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CTR9	RTF1
852607	854020	RTF1	CTR9	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	RTF1	CTR9
854020	852665	CTR9	SPT16	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CTR9	SPT16
852665	854020	SPT16	CTR9	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	SPT16	CTR9
851318	851968	CWC2	CDC40	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	CDC40
851318	855253	CWC2	CEF1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	CEF1
851318	850808	CWC2	CLF1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	CLF1
851318	853195	CWC2	CWC22	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	CWC22
851318	852749	CWC2	CWC23	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	CWC23
851318	852357	CWC2	ECM2	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	ECM2
851318	853509	CWC2	ISY1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	ISY1
851318	855888	CWC2	LEA1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	LEA1
851318	850623	CWC2	PRP19	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	PRP19
851318	852757	CWC2	PRP43	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	PRP43
851318	851201	CWC2	PRP45	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	PRP45
851318	855952	CWC2	PRP46	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	PRP46
851318	856570	CWC2	PRP8	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	PRP8
851318	856751	CWC2	SMB1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	SMB1
851318	852964	CWC2	SMD1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	SMD1
851318	850839	CWC2	SMD3	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	SMD3
851318	856216	CWC2	SNT309	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	SNT309
851318	853681	CWC2	SNU114	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	SNU114
851318	852025	CWC2	SYF1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	SYF1
851318	853030	CWC2	SYF2	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	SYF2
851318	853767	CWC2	YJU2	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	YJU2
851318	853892	CWC2	NTR2	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	NTR2
851318	851143	CWC2	SPP382	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC2	SPP382
851143	851318	SPP382	CWC2	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	SPP382	CWC2
855476	850808	CWC25	CLF1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC25	CLF1
855476	850623	CWC25	PRP19	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC25	PRP19
855476	856570	CWC25	PRP8	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC25	PRP8
855476	853681	CWC25	SNU114	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	CWC25	SNU114
854827	852512	DSN1	AME1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	DSN1	AME1
854827	851841	DSN1	CHL4	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	DSN1	CHL4
854827	856089	DSN1	CTF19	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	DSN1	CTF19
854827	851097	DSN1	CTF3	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	DSN1	CTF3
854827	853599	DSN1	MCM22	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	DSN1	MCM22
854827	851197	DSN1	MTW1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	DSN1	MTW1
854827	851991	DSN1	NKP1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	DSN1	NKP1
854827	855843	DSN1	NSL1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	DSN1	NSL1
855843	854827	NSL1	DSN1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	NSL1	DSN1
854827	853090	DSN1	OKP1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	DSN1	OKP1
853354	856412	GWT1	DED81	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	GWT1	DED81
853354	850297	GWT1	MRC1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	GWT1	MRC1
853354	854428	GWT1	SEC63	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	GWT1	SEC63
853354	851748	GWT1	SEC7	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	GWT1	SEC7
853354	853563	GWT1	AIM25	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	GWT1	AIM25
854290	852582	LEO1	PAF1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	LEO1	PAF1
852582	854290	PAF1	LEO1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	PAF1	LEO1
854290	854933	LEO1	POB3	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	LEO1	POB3
854933	854290	POB3	LEO1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	POB3	LEO1
854290	852607	LEO1	RTF1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	LEO1	RTF1
852607	854290	RTF1	LEO1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	RTF1	LEO1
854290	852665	LEO1	SPT16	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	LEO1	SPT16
852665	854290	SPT16	LEO1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	SPT16	LEO1
855599	850872	NAF1	CBF5	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	NAF1	CBF5
855843	852512	NSL1	AME1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	NSL1	AME1
855843	851841	NSL1	CHL4	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	NSL1	CHL4
855843	856089	NSL1	CTF19	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	NSL1	CTF19
855843	851097	NSL1	CTF3	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	NSL1	CTF3
855843	853599	NSL1	MCM22	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	NSL1	MCM22
855843	851197	NSL1	MTW1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	NSL1	MTW1
855843	851991	NSL1	NKP1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	NSL1	NKP1
855843	853090	NSL1	OKP1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	NSL1	OKP1
852582	854933	PAF1	POB3	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	PAF1	POB3
854933	852582	POB3	PAF1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	POB3	PAF1
852582	852607	PAF1	RTF1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	PAF1	RTF1
852607	852582	RTF1	PAF1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	RTF1	PAF1
853373	851576	PSF2	PSF1	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	PSF2	PSF1
853373	854019	PSF2	PSF3	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	PSF2	PSF3
853373	852100	PSF2	SLD5	Affinity Capture-MS	Hazbun TR (2003)	pubmed:14690591	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	PSF2	SLD5
P04050	854791	RPB1	RPB3	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	RPO21	RPB3
854791	P04050	RPB3	RPB1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	RPB3	RPO21
P04050	853011	RPB1	SPT6	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	RPO21	SPT6
P04050	853098	RPB1	TFG1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	RPO21	TFG1
853098	P04050	TFG1	RPB1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	TFG1	RPO21
P04050	852888	RPB1	TFG2	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	RPO21	TFG2
852888	P04050	TFG2	RPB1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	TFG2	RPO21
P04050	855974	RPB1	TAF14	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	RPO21	TAF14
855974	P04050	TAF14	RPB1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	TAF14	RPO21
852607	854933	RTF1	POB3	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	RTF1	POB3
854933	852607	POB3	RTF1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	POB3	RTF1
852607	852665	RTF1	SPT16	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	RTF1	SPT16
852665	852607	SPT16	RTF1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	SPT16	RTF1
852665	854776	SPT16	CKA1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	SPT16	CKA1
852665	854227	SPT16	CKA2	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	SPT16	CKA2
852665	852865	SPT16	CKB1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	SPT16	CKB1
852665	854204	SPT16	CKB2	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	SPT16	CKB2
852665	852582	SPT16	PAF1	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	SPT16	PAF1
852665	854933	SPT16	POB3	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	SPT16	POB3
854933	852665	POB3	SPT16	Affinity Capture-MS	Krogan NJ (2004)	pubmed:14759368	taxid:559292(Saccharomyces cerevisiae)	taxid:559292(Saccharomyces cerevisiae)	physical	BIOGRID	-	2	POB3	SPT16
